sku,name,slug,price,stock,category,image_url,product_url,pass_filter,filter_score,reason
010104002-T,Plato Ducha Redondo Abs 20 cm,plato-ducha-redondo-abs-20-cm-2,7004,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/plato-ducha-redondo-abs-20-cm-victtorino-chile.webp,https://victtorino.cl/producto/plato-ducha-redondo-abs-20-cm-2/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(7004) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010704006-T,Portavaso Inoxidable,portavaso-inoxidable,6825,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/portavaso-inoxidable-victtorino-chile.webp,https://victtorino.cl/producto/portavaso-inoxidable/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6825) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
030101002-T,Flexible De Agua He-Hi 1/2 Con Llave Angular 35 cm,flexible-de-agua-he-hi-1-2-con-llave-angular-35-cm,6758,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-agua-he-hi-1-2-llave-angular-35-centimetros-victtorino-chile.webp,https://victtorino.cl/producto/flexible-de-agua-he-hi-1-2-con-llave-angular-35-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6758) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010602001-T,Desagüe Para Tina Con Tubo Y Campana De Rebalse 1 1/2,desague-para-tina-con-tubo-y-campana-de-rebalse-1-1-2,6728,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-tina-1-1-2-rebalse-plastico-victtorino-chile.webp,https://victtorino.cl/producto/desague-para-tina-con-tubo-y-campana-de-rebalse-1-1-2/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6728) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010301016-T,Valvula Descarga Dual Flush One Piece,valvula-descarga-dual-flush-one-piece,6690,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Valvula-Descarga-Dual-Flush-One-Piece-1.webp,https://victtorino.cl/producto/valvula-descarga-dual-flush-one-piece/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6690) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010701011-T,Dispensador De Jabón Simple Mejorado 360 ml,dispensador-de-jabon-simple-mejorado-360-ml,6316,2,Dispensador,https://victtorino.cl/wp-content/uploads/2026/03/dispensador-jabon-simple-mejorado-360-ml-victtorino-chile.webp,https://victtorino.cl/producto/dispensador-de-jabon-simple-mejorado-360-ml/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6316) | stock_bajo(2) | cat_no_aspiracional(Dispensador)
010101002-T,Flexible De Ducha Extensible,flexible-de-ducha-extensible,6220,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-ducha-extensible-185-cm-victtorino-chile.webp,https://victtorino.cl/producto/flexible-de-ducha-extensible/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6220) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010704019-T,Porta Rollo Linea Schwarz,porta-rollo-linea-schwarz,6214,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/porta-rollo-linea-schwarz-victtorino-chile.webp,https://victtorino.cl/producto/porta-rollo-linea-schwarz/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6214) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010301010-T,Válvula De Carga Wc Con Flotador,valvula-de-carga-wc-con-flotador,6188,2,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/valvula-carga-wc-flotador-victtorino-chile.webp,https://victtorino.cl/producto/valvula-de-carga-wc-con-flotador/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6188) | stock_bajo(2) | cat_no_aspiracional(Accesorios)
030102003-T,Flexible De Gas Hi-Hi 3/8 x 1/2 De 60 cm,flexible-de-gas-hi-hi-3-8-x-1-2-de-60-cm,6028,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-gas-hi-hi-3-8-1-2-60-cm-victtorino-chile.webp,https://victtorino.cl/producto/flexible-de-gas-hi-hi-3-8-x-1-2-de-60-cm/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6028) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010704004-T,Perchero Inoxidable,perchero-inoxidable,6020,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Perchero-Inoxidable-1.webp,https://victtorino.cl/producto/perchero-inoxidable/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(6020) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010301009-T,Valvula Descarga Wc Flapper,valvula-descarga-wc-flapper,5912,4,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/valvula-descarga-wc-flapper-victtorino-chile.webp,https://victtorino.cl/producto/valvula-descarga-wc-flapper/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5912) | stock_bajo(4) | cat_no_aspiracional(Accesorios)
210000990-T,Asiento Con Tapa Wc Eco Ovalada Blanco Blanco,asiento-con-tapa-wc-eco-ovalada-blanco-blanco,5719,8,Accesorios,,https://victtorino.cl/producto/asiento-con-tapa-wc-eco-ovalada-blanco-blanco/,False,2,stock_ok(8) | margen_estimado(35%_revisar) | precio_fuera_rango(5719) | sin_foto | cat_no_aspiracional(Accesorios)
010701010-T,Dispensador de Jabón Blanco Simple 500 cc,dispensador-de-jabon-blanco-simple-500-cc,5407,2,Dispensador,https://victtorino.cl/wp-content/uploads/2026/03/DISPENSADOR-JABON-SIMPLE-500-ML-1.webp,https://victtorino.cl/producto/dispensador-de-jabon-blanco-simple-500-cc/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5407) | stock_bajo(2) | cat_no_aspiracional(Dispensador)
030101006-T,Flexible Agua HI HI 1/2 100 cm,flexible-agua-hi-hi-1-2-100-cm,5271,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Flexible-Agua-HI-HI-12-100-cm-1.webp,https://victtorino.cl/producto/flexible-agua-hi-hi-1-2-100-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5271) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010301014-T,Válvula Carga Silenciosa Simple Wc,valvula-carga-silenciosa-simple-wc,5188,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/valvula-carga-silenciosa-simple-wc-victtorino-chile.webp,https://victtorino.cl/producto/valvula-carga-silenciosa-simple-wc/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5188) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
030102002-K,Toalla de Papel Rollo 250 mt PACK 2 unidades,toalla-de-papel-rollo-250-mt-pack-2-unidades,5064,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/toalla-de-papel-rollo-250-mt-01.webp,https://victtorino.cl/producto/toalla-de-papel-rollo-250-mt-pack-2-unidades/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5064) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010103003-T,Brazo Ducha Al Muro 40 cm,brazo-ducha-al-muro-40-cm,5060,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/brazo-ducha-al-muro-40-cm-victtorino-chile.webp,https://victtorino.cl/producto/brazo-ducha-al-muro-40-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(5060) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010101001-T,Mango De Ducha Premium 3 Funciones Conster,mango-de-ducha-premium-3-funciones-conster,4856,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/mango-ducha-conster-victtorino-chile.webp,https://victtorino.cl/producto/mango-de-ducha-premium-3-funciones-conster/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(4856) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010704002-T,Jabonera Colomba,jabonera-colomba,4454,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Jabonera-Colomba-1.webp,https://victtorino.cl/producto/jabonera-colomba/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(4454) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010604005-T,Desagüe Con Sifón Corrugado,desague-con-sifon-corrugado,3990,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/set-de-desague-simple-para-lavaplatos-victtorino-chile-01.webp,https://victtorino.cl/producto/desague-con-sifon-corrugado/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3990) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010205004-T,Sifón De Lavamanos 1 1/2 x 1 1/4 Con Codo Plástico,sifon-de-lavamanos-1-1-2-x-1-1-4-con-codo-plastico,3933,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/sifon-lavatorio-1-1-2-1-1-4-codo-plastico-victtorino-chile.webp,https://victtorino.cl/producto/sifon-de-lavamanos-1-1-2-x-1-1-4-con-codo-plastico/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3933) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010704005-T,Portavaso Colomba,portavaso-colomba,3909,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Portavaso-Colomba-1.webp,https://victtorino.cl/producto/portavaso-colomba/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3909) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010701054-T,Porta Toallas Toallero de Manos Cromado,porta-toallas-toallero-de-manos-cromado,3909,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/PORTA-TOALLAS-TOALLERO-DE-MANOS-CROMADO-1.webp,https://victtorino.cl/producto/porta-toallas-toallero-de-manos-cromado/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3909) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
020203003-T,Sifón Lavaplatos 1 1/2 Salida Recta Plástico,sifon-lavaplatos-1-1-2-salida-recta-plastico,3483,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Sifon-Lavaplatos-1-12-Salida-Recta-Plastico-1.webp,https://victtorino.cl/producto/sifon-lavaplatos-1-1-2-salida-recta-plastico/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3483) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
020201002-T,Acople Lavaplatos Dobles,acople-lavaplatos-dobles,3474,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/acople-lavaplatos-dobles-victtorino-chile.webp,https://victtorino.cl/producto/acople-lavaplatos-dobles/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3474) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010301013-T,Botonera Dual Flush,botonera-dual-flush,3084,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/botonera-dual-flush-victtorino-chile.webp,https://victtorino.cl/producto/botonera-dual-flush/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3084) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
030101007-T,Flexible Agua HI HE 1/2 50 cm,flexible-agua-hi-he-1-2-50-cm,3065,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Flexible-Agua-HI-HI-12-50-cm-1.webp,https://victtorino.cl/producto/flexible-agua-hi-he-1-2-50-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(3065) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
030101003-T,Flexible Agua HE HI 1/2 50 cm,flexible-agua-he-hi-1-2-50-cm,2911,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-agua-he-hi-12-50-cm-victtorino-chile-01.webp,https://victtorino.cl/producto/flexible-agua-he-hi-1-2-50-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2911) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010101003-T,Flexible Ducha Swertt 160 cm,flexible-ducha-swertt-160-cm,2722,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/flexible-ducha-swertt-160-cm-victtorino-chile.webp,https://victtorino.cl/producto/flexible-ducha-swertt-160-cm/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2722) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
030103002-T,Teflón 1/2,teflon-1-2,2641,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Teflon-12-1.webp,https://victtorino.cl/producto/teflon-1-2/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2641) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
030103001-T,Teflón 1,teflon-1,2641,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Teflon-1-2.webp,https://victtorino.cl/producto/teflon-1/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2641) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010205005-T,Sifón De Lavamanos 1 1/4 Con Codo Plástico En Caja,sifon-de-lavamanos-1-1-4-con-codo-plastico-en-caja,2578,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/sifon-lavatorio-1-1-4-codo-plastico-caja-victtorino-chile.webp,https://victtorino.cl/producto/sifon-de-lavamanos-1-1-4-con-codo-plastico-en-caja/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2578) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010301005-T,Collarin Goma Wc,collarin-goma-wc,2566,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/collarin-goma-wc-victtorino-chile.webp,https://victtorino.cl/producto/collarin-goma-wc/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2566) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
030101051-T,Flexible Agua HE HI 1/2 35 cm,flexible-agua-he-hi-1-2-35-cm,2547,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Flexible-Agua-HE-HI-12-35-cm-2.webp,https://victtorino.cl/producto/flexible-agua-he-hi-1-2-35-cm/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2547) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010301002-T,Kit Fijaciones Estanque WC,kit-fijaciones-estanque-wc,2517,1,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Kit-Fijaciones-Estanque-WC-1.webp,https://victtorino.cl/producto/kit-fijaciones-estanque-wc/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(2517) | stock_bajo(1) | cat_no_aspiracional(Accesorios)
010301001-T,Kit Anclaje WC,kit-anclaje-wc,1977,3,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/Kit-Anclaje-WC-1.webp,https://victtorino.cl/producto/kit-anclaje-wc/,False,2,foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(1977) | stock_bajo(3) | cat_no_aspiracional(Accesorios)
010604004-T,Desagüe Para Receptáculo Con Tapón De Goma 1 1/2,desague-para-receptaculo-con-tapon-de-goma-1-1-2,1925,0,Accesorios,https://victtorino.cl/wp-content/uploads/2026/03/desague-lavatorio-1-1-4-victtorino-chile.webp,https://victtorino.cl/producto/desague-para-receptaculo-con-tapon-de-goma-1-1-2/,False,2,BLOQUEADO_STOCK_0 | foto_ok | margen_estimado(35%_revisar) | precio_fuera_rango(1925) | stock_bajo(0) | cat_no_aspiracional(Accesorios)
010302009-T,Asiento Y Tapa Wc De Cierre Lento Blanca Modern,asiento-y-tapa-wc-de-cierre-lento-blanca-modern,19990,2,Accesorios,,https://victtorino.cl/producto/asiento-y-tapa-wc-de-cierre-lento-blanca-modern/,False,1,margen_estimado(35%_revisar) | precio_fuera_rango(19990) | stock_bajo(2) | sin_foto | cat_no_aspiracional(Accesorios)
010302008-T,Asiento Y Tapa De Wc Blanca Fuscher Cierre Lento,asiento-y-tapa-de-wc-blanca-fuscher-cierre-lento,12181,0,Accesorios,,https://victtorino.cl/producto/asiento-y-tapa-de-wc-blanca-fuscher-cierre-lento/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(12181) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Accesorios)
010302007-T,Asiento Y Tapa De Wc Blanca Colomba,asiento-y-tapa-de-wc-blanca-colomba,8486,0,Accesorios,,https://victtorino.cl/producto/asiento-y-tapa-de-wc-blanca-colomba/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(8486) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Accesorios)
010604003-T,Desague Sifón De 90 Mm Para Receptáculo,desague-sifon-de-90-mm-para-receptaculo,8014,3,Accesorios,,https://victtorino.cl/producto/desague-sifon-de-90-mm-para-receptaculo/,False,1,margen_estimado(35%_revisar) | precio_fuera_rango(8014) | stock_bajo(3) | sin_foto | cat_no_aspiracional(Accesorios)
,Instalación de Set Sanitario Completo,instalacion-de-set-sanitario-completo-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-set-sanitario-completo-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación y Armado de Vanitorio Aéreo,instalacion-y-armado-de-vanitorio-aereo-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-y-armado-de-vanitorio-aereo-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Armado de Vanitorio de Pie,armado-de-vanitorio-de-pie-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/armado-de-vanitorio-de-pie-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Barra de Apoyo para Baño,instalacion-de-barra-de-apoyo-para-bano-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-barra-de-apoyo-para-bano-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Espejo,instalacion-de-espejo-6,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-espejo-6/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Espejo,instalacion-de-espejo-5,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-espejo-5/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Cambio de Sifón,cambio-de-sifon-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/cambio-de-sifon-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Mámparas para Ducha,instalacion-de-mamparas-para-ducha-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-mamparas-para-ducha-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Lavamanos Bowl Sobreponer,instalacion-de-lavamanos-bowl-sobreponer-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-lavamanos-bowl-sobreponer-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Dispensador de Papel (1 unidad),instalacion-de-dispensador-de-papel-1-unidad-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-dispensador-de-papel-1-unidad-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Lavaplatos Empotrado,instalacion-de-lavaplatos-empotrado-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-lavaplatos-empotrado-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Griferías para Lavaplatos,instalacion-de-griferias-para-lavaplatos-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-griferias-para-lavaplatos-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Griferías para Ducha,instalacion-de-griferias-para-ducha-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-griferias-para-ducha-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
,Instalación de Griferías para Lavamanos,instalacion-de-griferias-para-lavamanos-3,0,0,Instalación LiLi,,https://victtorino.cl/producto/instalacion-de-griferias-para-lavamanos-3/,False,1,BLOQUEADO_STOCK_0 | margen_estimado(35%_revisar) | precio_fuera_rango(0) | stock_bajo(0) | sin_foto | cat_no_aspiracional(Instalación LiLi)
